N,P,K,temp,ph,label
29,25,14,30.49183837,7.781988584,orange
33,12,15,30.25578031,6.052318465,orange
8,16,6,12.22816189,7.106650373,orange
15,14,8,10.01081312,6.22094286,orange
16,7,8,22.79196751,6.420457311,orange
0,12,7,20.18432263,6.969249676,orange
5,25,6,30.72119881,6.011302181,orange
6,8,11,24.35590861,6.600948788,orange
10,5,5,21.21306973,7.817846496,orange
1,17,6,10.78689755,6.8198271,orange
1,30,10,11.89925671,7.291405641,orange
0,23,15,22.56664172,7.598729065,orange
24,27,9,18.86883219,6.157135092,orange
36,11,13,17.34083741,7.1917274,orange
40,21,8,34.90665289,7.418761774,orange
40,22,6,24.53610067,6.488221135,orange
32,18,13,13.8377282,6.044167236,orange
9,10,10,22.3551049,6.010391864,orange
13,16,8,34.74004942,6.949838549,orange
15,9,11,11.54785707,7.907956251,orange
29,11,5,23.13338811,7.639788459,orange
1,15,9,29.98364695,7.53350946,orange
18,5,11,20.87947369,6.251586885,orange
14,22,9,17.24944623,6.543191814,orange
33,15,7,15.83388699,7.651225301,orange
4,6,7,23.01014302,6.708889665,orange
17,16,14,16.39624284,6.625538653,orange
12,20,10,24.45132792,6.528354932,orange
34,29,8,31.87859192,6.450640306,orange
39,28,10,31.34920143,7.181907673,orange
31,25,12,18.05142392,7.016482298,orange
12,6,8,30.84835031,6.388617138,orange
12,29,13,22.45616931,7.57125447,orange
26,11,11,13.70319166,7.609348255,orange
19,24,15,20.48954522,7.137136973,orange
39,21,9,13.20844373,6.354022554,orange
16,29,13,32.31944397,6.196907944,orange
36,29,13,20.68185224,7.829507245,orange
37,23,12,31.52675982,6.395258356,orange
39,9,15,25.35467646,7.992041984,orange
31,5,14,17.66545409,6.583411671,orange
18,12,8,12.59093977,6.206053072,orange
20,20,10,11.86631922,6.976997772,orange
5,8,5,11.03367937,6.562594972,orange
20,8,12,25.2990432,7.260416405,orange
25,21,11,32.23797837,6.460044778,orange
14,19,14,17.68408797,6.699164936,orange
37,18,12,10.2708877,7.401121811,orange
26,15,6,17.22034507,6.912033409,orange
13,22,5,19.667056,7.764040111,orange
32,25,9,10.35609594,7.796034006,orange
19,7,9,27.255435,6.969883483,orange
28,7,9,34.5917846,6.730757538,orange
24,30,11,32.39523995,6.601395755,orange
7,17,10,10.16431299,6.465913274,orange
18,23,8,21.49118657,6.41354791,orange
7,20,12,16.53460397,6.475275337,orange
20,23,11,31.8520694,6.407715561,orange
18,14,11,28.04799508,6.550814117,orange
34,11,10,31.75048899,7.36220835,orange
20,29,10,29.07412717,7.36549204,orange
37,24,13,19.14381903,7.8546243,orange
12,8,10,16.14820285,7.995848977,orange
34,10,14,34.05296914,6.725600855,orange
6,13,9,34.51423957,7.786725333,orange
27,30,5,32.71748548,7.656978112,orange
13,8,12,25.16296632,7.105904818,orange
6,7,7,27.68167318,7.199106204,orange
40,17,15,21.35093384,7.871063004,orange
31,26,9,11.69894639,7.566165721,orange
61,68,50,35.21462816,6.793245417,papaya
58,46,45,42.39413392,6.576261427,papaya
45,47,55,38.4191628,6.751452932,papaya
39,65,53,35.33294932,6.560743093,papaya
31,68,45,42.92325255,6.938313356,papaya
70,68,45,33.83508569,6.991626158,papaya
68,62,50,33.20258348,6.977700268,papaya
34,65,47,23.48546973,6.833768535,papaya
38,68,54,29.33710543,6.739170045,papaya
69,64,47,40.21199348,6.993473247,papaya
58,51,47,42.13473976,6.757470637,papaya
59,47,53,32.86316618,6.850663232,papaya
44,64,54,29.80744318,6.74274935,papaya
56,57,48,31.56213762,6.506120752,papaya
69,60,54,36.32268069,6.98992719,papaya
56,58,49,37.13165026,6.69215564,papaya
49,55,53,38.4418717,6.544029776,papaya
38,51,52,32.66160599,6.927803911,papaya
54,65,47,27.92765919,6.721835879,papaya
57,57,51,39.01793345,6.99223441,papaya
39,52,53,32.51247398,6.704204398,papaya
58,67,45,38.72382798,6.702424548,papaya
61,64,52,43.30204933,6.641098708,papaya
34,62,55,27.58548913,6.585346229,papaya
31,48,45,40.78881819,6.563134737,papaya
47,46,52,23.19451074,6.502289473,papaya
32,68,52,32.68067385,6.800321319,papaya
36,59,46,34.28879307,6.721130543,papaya
61,51,51,39.30050027,6.574677594,papaya
70,54,46,39.73149053,6.919342407,papaya
44,56,49,39.23342464,6.519779583,papaya
34,68,51,27.34734861,6.687088098,papaya
50,59,47,40.76998685,6.747975732,papaya
39,70,52,26.26559543,6.65149129,papaya
34,61,49,28.12971499,6.502675132,papaya
44,60,55,34.2804607,6.825371185,papaya
31,62,52,33.7960155,6.99104104,papaya
65,62,51,31.53243779,6.511624841,papaya
44,57,53,42.30495821,6.93172108,papaya
50,47,48,24.63676897,6.712772333,papaya
43,50,48,28.28222883,6.63016515,papaya
60,46,53,24.48620746,6.761953186,papaya
70,68,55,42.84609252,6.691202286,papaya
59,62,52,43.67549305,6.608667684,papaya
60,58,51,42.07213781,6.840802254,papaya
42,60,47,33.46873719,6.834808348,papaya
35,66,47,31.7018373,6.953439161,papaya
34,65,48,41.41968393,6.665024508,papaya
36,54,46,42.54744013,6.662875839,papaya
39,64,52,28.91842453,6.678695788,papaya
37,52,47,43.08022702,6.54277684,papaya
33,47,46,29.20300896,6.839443833,papaya
34,48,48,41.04224355,6.805277038,papaya
49,54,50,25.62446619,6.762522087,papaya
40,65,49,35.32876402,6.678449318,papaya
68,52,49,24.42561272,6.577192175,papaya
50,46,52,31.18298415,6.734005648,papaya
65,63,50,31.88342554,6.524459342,papaya
40,49,47,42.93368602,6.501521192,papaya
42,53,48,23.11407669,6.758479569,papaya
49,55,51,24.87212063,6.676578778,papaya
59,62,49,43.36051537,6.941496806,papaya
63,58,47,26.83054058,6.864143752,papaya
70,65,52,30.42012134,6.583528529,papaya
63,50,52,28.64555584,6.751747609,papaya
40,64,47,32.50037548,6.893509446,papaya
63,58,50,43.03714283,6.720744449,papaya
45,58,49,30.10773379,6.827812549,papaya
66,69,47,23.69212243,6.912299695,papaya
54,67,52,35.67667332,6.586107335,papaya
69,67,52,27.71948962,6.827305908,papaya
67,68,49,35.26824831,6.821774589,papaya
45,57,47,23.16855863,6.656458831,papaya
56,50,52,33.08706051,6.770384816,papaya
70,50,53,37.4620912,6.933809743,papaya
44,47,45,38.73218907,6.579441304,papaya
50,60,47,32.57720726,6.92791761,papaya
52,51,53,38.38231475,6.985804083,papaya
35,68,45,42.93605359,6.612429546,papaya
68,69,52,25.65492304,6.813383387,papaya
32,55,52,37.58899717,6.9677596,papaya
32,55,51,29.60718808,6.57398033,papaya
48,62,47,25.34756111,6.803094965,papaya
39,69,53,25.9300384,6.964955435,papaya
49,61,45,32.76795887,6.764213299,papaya
48,57,54,29.02328049,6.617703178,papaya
69,66,49,40.00439101,6.52711001,papaya
53,55,55,33.32315744,6.709668804,papaya
38,61,52,31.22790131,6.620729882,papaya
57,64,55,26.68386496,6.583760499,papaya
51,57,55,24.70528368,6.676407337,papaya
56,65,45,38.2016825,6.751298936,papaya
54,66,52,36.56769731,6.867554147,papaya
58,55,47,26.05375792,6.742490027,papaya
68,70,54,31.29986342,6.986228647,papaya
42,59,55,40.10207731,6.979102243,papaya
43,64,47,38.58954491,6.825664782,papaya
35,67,49,41.31330062,6.617066674,papaya
56,59,55,37.03551903,6.551892638,papaya
39,64,53,23.0124018,6.598860305,papaya
18,30,29,26.7627493,6.420018717,coconut
37,23,28,25.61294367,5.740054567,coconut
13,28,33,28.130115,5.686972967,coconut
2,21,35,25.02887163,6.293662363,coconut
10,18,35,27.79797651,6.381975465,coconut
7,11,32,29.25902906,5.542169139,coconut
39,5,31,27.10134661,5.551963184,coconut
34,6,27,25.84726298,5.860740481,coconut
31,30,29,26.58580443,5.558807063,coconut
25,7,35,28.38503882,5.55771171,coconut
16,18,26,28.43647052,5.568365926,coconut
26,10,33,28.27298134,6.07071786,coconut
27,8,32,27.00648436,5.627860549,coconut
37,18,30,27.63551259,6.38488418,coconut
19,15,34,26.29644905,5.685889066,coconut
0,19,33,27.1326009,6.234458417,coconut
31,20,26,25.56567803,6.443168642,coconut
9,17,32,25.94951662,5.842317989,coconut
22,11,29,28.03380598,5.955742971,coconut
31,6,26,29.12859129,5.741367375,coconut
34,6,30,27.0828252,5.948342571,coconut
24,6,32,28.11321494,6.387067562,coconut
1,8,26,27.5136304,5.562911913,coconut
31,13,33,27.63834933,5.85971872,coconut
10,9,28,29.01256899,6.282955073,coconut
36,27,26,26.58413917,6.25449571,coconut
38,24,33,28.28905147,5.973853124,coconut
11,6,25,28.69164799,6.081568052,coconut
16,14,30,29.70931288,6.37466756,coconut
33,14,35,27.14865285,6.027707171,coconut
16,6,29,29.28725038,5.868285082,coconut
32,11,31,25.06871967,6.205931638,coconut
38,14,30,26.92449525,5.570745386,coconut
8,6,33,28.27804288,6.095261013,coconut
23,6,33,29.18032562,6.025789594,coconut
29,25,35,28.3575072,5.542873799,coconut
24,14,33,29.38072512,6.366219551,coconut
32,12,30,25.39241091,5.579845008,coconut
30,25,31,26.31270635,5.804965067,coconut
14,21,35,29.52501367,6.121005506,coconut
27,22,29,28.83214859,6.000248647,coconut
40,5,29,28.48444906,5.820978791,coconut
17,11,32,28.74013335,5.620733794,coconut
30,30,35,25.00872392,6.001936419,coconut
28,10,30,29.8690834,6.305740522,coconut
39,7,29,27.54273211,6.362544111,coconut
32,20,35,26.52166434,5.588655387,coconut
7,15,32,25.03512351,6.182232762,coconut
29,17,29,29.20394909,5.959493188,coconut
34,15,34,27.05826457,5.677282678,coconut
14,23,25,26.18552389,5.612122797,coconut
18,19,29,27.59376845,6.206077742,coconut
7,21,35,25.76011662,5.764812076,coconut
24,27,34,28.87862994,6.203376525,coconut
39,29,29,26.50908611,6.143662699,coconut
29,8,28,26.87037587,6.100429497,coconut
10,24,27,27.57283516,5.708409601,coconut
0,29,32,28.05912437,5.868255858,coconut
32,11,31,29.51611558,6.461225827,coconut
37,10,32,28.96318258,6.165084855,coconut
20,29,27,25.09897688,6.047044342,coconut
31,29,35,27.1872282,6.137102505,coconut
17,30,27,29.03065024,5.894027065,coconut
1,12,30,27.754298,5.56222383,coconut
6,13,29,27.31155708,5.832608028,coconut
15,28,32,28.84270971,6.218571874,coconut
27,24,29,26.61423461,6.142010637,coconut
3,23,30,29.70143197,6.078807239,coconut
8,26,26,25.54759871,5.702484758,coconut
20,28,26,26.37978453,5.547594847,coconut
26,18,27,27.45907759,5.836075368,coconut
1,6,35,27.02269204,6.231662767,coconut
27,30,31,28.98545306,5.718120393,coconut
23,7,34,26.1055118,5.852038202,coconut
0,26,31,25.0707247,5.547933273,coconut
38,6,25,25.54963273,6.156259104,coconut
25,12,26,28.56973521,6.436314406,coconut
40,5,32,26.07010807,5.981169595,coconut
0,19,31,25.51791333,6.271952833,coconut
26,9,32,25.9490364,6.470465614,coconut
35,30,34,28.2974764,6.141502001,coconut
19,30,30,29.56549169,5.826381164,coconut
31,13,33,29.69952329,6.342463714,coconut
17,29,26,26.14162144,6.071897347,coconut
2,30,30,26.00175125,6.331051715,coconut
30,13,25,27.15116142,6.413184638,coconut
8,15,33,28.97318719,5.50158009,coconut
18,12,35,26.13958446,6.338720873,coconut
8,28,30,25.51618488,6.015672239,coconut
40,22,29,27.55821802,5.735364307,coconut
27,10,33,27.81132822,6.465906333,coconut
21,20,31,25.60033702,5.855457599,coconut
3,9,35,26.91641934,6.318552973,coconut
22,16,27,29.1797902,6.006784979,coconut
27,8,30,26.44600063,6.008386283,coconut
22,8,33,28.43572863,5.665785202,coconut
28,27,32,28.94099669,5.764615485,coconut
23,21,26,26.45488737,5.901495544,coconut
37,5,34,25.79490531,5.779032666,coconut
19,26,29,26.93141945,5.67154928,coconut
133,47,24,24.40228894,7.231324765,cotton
136,36,20,23.09595631,6.925412377,cotton
104,47,18,23.9656349,7.633437412,cotton
133,47,23,24.88738107,6.827354668,cotton
126,38,23,25.36243778,6.176716425,cotton
126,50,19,24.69457084,6.628722836,cotton
113,41,20,25.0017188,7.256877571,cotton
121,45,22,22.45942937,6.443785385,cotton
121,47,16,23.60564038,7.723240151,cotton
129,60,22,24.58453146,5.947448589,cotton
107,45,25,23.0865933,7.227745516,cotton
122,59,18,23.5000992,6.219469084,cotton
140,38,15,24.1472953,6.021439523,cotton
102,49,21,24.69315538,6.253343655,cotton
111,40,25,24.484692,6.187455799,cotton
131,35,18,24.49112609,7.057693366,cotton
135,43,16,23.47986888,6.720449769,cotton
100,46,18,24.18586246,6.431689506,cotton
123,39,24,25.00755095,7.453106264,cotton
117,56,15,25.99237426,7.368258226,cotton
121,36,24,23.66457347,7.352401887,cotton
101,58,18,25.66891439,6.652143699,cotton
107,42,24,22.04612876,6.144631795,cotton
100,41,22,22.4204752,7.318802162,cotton
125,39,21,25.03149561,7.954629324,cotton
105,60,23,23.53371386,6.207652157,cotton
102,46,19,22.77076388,6.631005298,cotton
131,49,22,25.49848236,7.306918817,cotton
139,35,15,25.248679,5.898293044,cotton
108,36,19,22.78249615,7.238566893,cotton
118,45,23,23.37044424,7.977651226,cotton
107,51,22,24.86560781,5.983075895,cotton
125,60,17,24.14386157,6.785723961,cotton
113,37,20,25.03300222,7.393441155,cotton
131,52,16,23.65724079,6.486068274,cotton
115,48,16,25.54359718,7.175934962,cotton
113,38,25,22.00085141,7.388265888,cotton
111,41,18,23.64328417,6.10539819,cotton
111,53,19,23.96436009,6.419536555,cotton
122,48,16,24.65425757,6.307585854,cotton
108,46,17,24.3017998,6.93221485,cotton
132,41,22,24.29144926,7.810865753,cotton
103,42,17,24.29470232,6.527541661,cotton
133,50,25,25.72180042,7.569454601,cotton
127,37,18,24.87663664,7.041065585,cotton
110,39,25,22.60612115,7.208795456,cotton
131,38,19,23.86814008,6.814341946,cotton
108,38,24,23.41022496,7.442217061,cotton
122,40,17,24.96440768,6.854558957,cotton
111,50,15,25.16820129,7.884550475,cotton
140,40,17,22.72767171,6.006085786,cotton
100,40,20,22.45145981,7.432043735,cotton
123,50,16,23.04920461,6.498052108,cotton
107,36,21,25.29250148,6.205263534,cotton
118,50,19,22.95604064,6.360812227,cotton
103,51,20,22.80213132,7.046607434,cotton
133,57,19,23.54234715,7.947011366,cotton
129,47,20,24.41212325,6.281913858,cotton
116,52,19,22.94276687,6.114525877,cotton
114,40,23,25.53676123,6.753978061,cotton
131,60,17,25.32023717,7.425041316,cotton
107,43,18,22.426733,6.745104394,cotton
123,44,21,25.78544484,7.641116569,cotton
112,49,25,25.68959532,6.470135478,cotton
119,44,15,22.14593688,7.091992365,cotton
130,59,19,25.07278712,6.520403794,cotton
127,53,24,22.21506982,6.127939628,cotton
134,52,18,23.9643129,7.994679507,cotton
109,36,18,25.40059227,7.524707577,cotton
100,48,17,23.7805123,7.827877818,cotton
132,52,19,24.16402322,6.436691764,cotton
102,37,25,25.31468463,5.907930899,cotton
111,39,22,22.60361557,6.135025006,cotton
117,51,15,22.9535715,6.044556594,cotton
136,36,24,22.74446976,7.59781958,cotton
134,56,18,23.80834611,6.691268104,cotton
112,54,15,25.46228792,6.175492306,cotton
105,56,15,25.96779712,7.272316209,cotton
140,45,15,25.5308271,5.801047545,cotton
126,46,25,24.43847399,6.757457943,cotton
106,49,24,23.03887865,6.983395573,cotton
121,53,19,23.51308653,7.976889498,cotton
108,60,17,22.75805656,6.558902588,cotton
116,56,17,24.71252544,7.979090365,cotton
100,52,19,23.45969093,7.903528673,cotton
129,43,16,25.5503704,6.73210948,cotton
118,44,23,22.08458267,6.691690476,cotton
117,43,25,24.68854799,7.839849298,cotton
126,37,21,25.84997269,6.61448588,cotton
120,48,16,22.46054478,7.456971816,cotton
102,45,16,23.65629976,7.2942193,cotton
131,56,20,22.00817088,7.762647875,cotton
114,40,17,24.32630461,6.363406102,cotton
101,37,18,22.92360984,7.63737841,cotton
106,46,20,23.43821725,6.200671976,cotton
113,38,20,22.10718988,6.364729934,cotton
102,53,21,23.03814028,6.913678684,cotton
110,39,18,24.54795322,7.766259769,cotton
107,58,15,23.73868041,7.55606399,cotton
120,60,15,22.31871914,7.288377241,cotton
89,47,38,25.52468965,6.002524871,jute
60,37,39,26.59104992,6.033485257,jute
63,41,45,25.29781791,7.121933579,jute
86,40,39,25.72100868,6.207459637,jute
96,41,40,23.58419277,6.090060478,jute
100,35,36,25.31042337,6.346715209,jute
63,37,43,23.41798979,6.661957897,jute
70,43,40,24.35564134,6.176860192,jute
67,55,44,26.284017,7.251847296,jute
74,40,40,25.13842773,6.386259978,jute
89,53,44,24.88692811,7.319735475,jute
74,46,45,25.75734909,6.025028997,jute
89,41,38,23.12844351,6.344751947,jute
60,55,40,24.9949957,7.02777956,jute
67,43,38,25.21622704,7.299304715,jute
70,38,35,24.39736241,7.014063944,jute
74,49,38,23.31410442,7.488014404,jute
90,40,39,25.72668885,6.626503893,jute
82,35,44,26.96656378,6.239011,jute
73,45,37,23.70467146,6.742688094,jute
85,53,38,24.90075709,6.588017308,jute
81,56,36,23.39605743,7.097586415,jute
84,55,38,26.8748389,6.956682743,jute
80,45,42,23.1426498,7.380396262,jute
76,54,45,24.29496635,6.176618831,jute
76,56,39,24.39459498,6.551130445,jute
81,40,45,25.7629429,6.427726565,jute
76,44,45,25.4879684,6.740947635,jute
69,47,40,25.37122686,6.130136384,jute
82,40,45,26.21312799,6.667633355,jute
69,57,35,24.30748599,6.186814392,jute
81,36,38,23.76554749,6.334837865,jute
67,60,38,24.79853023,7.16214284,jute
72,51,40,23.20683504,7.422318499,jute
65,39,45,23.66805429,6.768001309,jute
78,50,43,25.12417673,6.348441469,jute
77,52,41,23.89069041,6.097294061,jute
89,52,42,23.09433785,6.14132902,jute
62,49,37,24.21744605,7.479248124,jute
90,48,45,24.06475727,6.509174789,jute
66,47,36,24.85441411,6.57256106,jute
80,52,39,26.41915161,7.165696848,jute
89,52,45,24.89326318,7.207457208,jute
77,51,44,23.25583402,7.124333547,jute
94,37,41,24.7634518,6.463538707,jute
75,41,35,24.97042599,6.856833064,jute
60,55,36,26.12797248,7.132389299,jute
62,56,35,25.97825807,6.235357638,jute
84,40,42,26.2830571,6.704273839,jute
100,56,40,26.38905406,7.433313409,jute
75,56,44,25.2746335,6.109478059,jute
78,46,42,23.09499564,7.095413294,jute
82,48,36,25.79351957,6.352076783,jute
100,58,41,23.17403323,6.658769991,jute
88,50,40,25.63215038,7.051822472,jute
67,41,40,25.848795,7.333143205,jute
72,42,43,26.56767277,6.352771037,jute
89,40,43,26.24532085,7.124050134,jute
89,57,43,26.91515043,6.998787171,jute
61,41,44,24.36972377,6.537914958,jute
79,45,43,25.71901283,7.171054239,jute
84,40,43,25.01157559,7.228268228,jute
98,43,35,25.40785911,7.319952206,jute
75,36,44,23.28081,6.613341343,jute
89,58,35,23.98651719,6.096838784,jute
91,41,37,24.48556447,6.132570523,jute
77,48,36,25.86705009,7.36008498,jute
66,58,35,23.5643831,7.321619041,jute
62,59,41,24.2248758,7.175170657,jute
82,35,35,25.49386782,7.299076163,jute
61,41,35,24.97178693,6.842966479,jute
99,57,38,24.80624984,6.356295568,jute
70,42,43,23.16814977,6.508342839,jute
90,59,35,24.25133493,7.098227926,jute
73,43,42,26.58361011,6.310699968,jute
67,46,44,26.82489244,7.093328631,jute
84,37,42,25.49674786,6.691074249,jute
72,41,36,24.09874353,6.187746776,jute
71,56,37,23.18866654,6.491506245,jute
64,53,38,26.24347471,6.855362875,jute
65,54,39,23.75091572,7.124571593,jute
60,58,37,26.13871511,6.067302109,jute
86,39,43,26.14576648,6.432051512,jute
90,50,44,26.91643698,6.253408852,jute
91,38,36,26.5232969,7.287318723,jute
87,48,38,23.81579631,7.161865733,jute
72,41,36,26.50838667,6.065898283,jute
71,54,35,26.63952463,7.311077075,jute
82,46,41,23.3250131,6.581693772,jute
71,52,43,26.47549543,6.732826127,jute
80,43,43,23.78756036,6.014572075,jute
77,55,43,25.49941707,6.663559451,jute
95,57,41,23.24925555,6.434610995,jute
63,47,35,26.98582182,7.432768147,jute
93,43,38,23.61475336,6.987332927,jute
87,44,43,23.87484465,6.718725189,jute
88,52,39,23.92887902,6.880204617,jute
90,39,37,24.81441246,6.86106911,jute
90,39,43,24.44743944,6.7693455,jute
84,38,43,26.57421679,7.26158085,jute
91,21,26,26.33377983,7.261313694,coffee
107,21,26,26.45288458,7.235070264,coffee
83,38,35,25.70822684,7.18915558,coffee
108,24,31,24.12832546,6.431899748,coffee
116,28,34,23.44372334,6.42321105,coffee
116,23,25,23.4123707,6.869720196,coffee
109,31,27,23.05951896,6.973839707,coffee
89,25,34,23.07895447,7.184801627,coffee
118,18,32,27.6496114,6.351823783,coffee
111,32,34,25.46743689,6.392048018,coffee
84,36,28,26.7350622,6.119892347,coffee
85,33,25,26.20811417,6.910823945,coffee
99,15,27,27.0424167,6.501157208,coffee
81,30,31,24.65090184,7.027585559,coffee
95,39,29,27.35152643,7.13411409,coffee
81,34,30,25.17787724,6.647765997,coffee
80,15,28,23.11438731,6.703270635,coffee
104,20,26,27.22783677,7.493191968,coffee
109,29,28,23.26316991,6.724688503,coffee
100,32,26,25.234661,6.043485685,coffee
100,24,28,25.59535262,7.101661011,coffee
83,21,28,25.5674832,7.466900683,coffee
120,23,28,25.67324193,6.877799264,coffee
104,26,30,24.40726724,6.410992833,coffee
108,33,31,23.69287069,7.393825704,coffee
91,25,26,24.53460016,7.482414225,coffee
86,26,27,27.13140403,6.081172981,coffee
98,18,27,27.56088634,6.516312148,coffee
111,27,31,23.59302313,6.043330951,coffee
84,39,35,23.17714381,6.959404135,coffee
98,27,27,24.71384065,7.238109556,coffee
118,21,34,24.38534644,7.234258375,coffee
103,27,31,27.15998538,6.691541233,coffee
82,24,33,26.53543168,6.809593554,coffee
86,31,35,27.01207284,6.485761419,coffee
88,35,35,27.55906475,6.784460602,coffee
84,27,29,23.32293161,7.167092586,coffee
120,40,33,24.23850608,6.73410539,coffee
106,40,30,23.42611644,6.779984384,coffee
113,21,33,26.02241444,7.277422738,coffee
117,34,25,24.83846178,7.21270048,coffee
80,30,25,26.24092174,7.487266991,coffee
88,21,27,24.43011925,7.231166546,coffee
113,33,34,26.00373964,6.559817161,coffee
87,23,28,26.22367404,6.979590627,coffee
113,15,29,27.09617155,6.779230041,coffee
98,29,30,25.64004392,6.217974349,coffee
97,29,27,27.74576987,7.205078785,coffee
85,35,32,26.24928198,6.854011265,coffee
82,29,35,26.67377159,6.246872394,coffee
103,33,25,27.10210397,6.911066044,coffee
112,17,28,27.62975458,6.777417989,coffee
99,19,33,27.5364547,6.273741983,coffee
120,20,34,23.56960509,6.906124587,coffee
114,27,28,24.99451759,7.162802357,coffee
100,40,35,27.56441788,6.955787351,coffee
108,35,25,23.98143338,6.971963169,coffee
115,31,30,24.22984659,6.840927967,coffee
87,28,30,25.60153969,6.536676653,coffee
82,24,26,24.31274458,6.089443603,coffee
94,26,27,26.36629861,7.456460375,coffee
87,28,35,26.5602777,6.759211911,coffee
118,40,35,26.35034208,7.460174812,coffee
87,38,29,25.20406808,6.652642579,coffee
92,40,30,23.35723208,6.026287448,coffee
97,22,26,23.60567546,6.074190142,coffee
99,40,32,24.18471151,7.045543056,coffee
89,28,33,26.44414097,6.993236001,coffee
112,39,29,26.12492233,6.726528895,coffee
111,28,26,27.77363343,6.937352845,coffee
114,20,26,25.55656667,7.27905689,coffee
117,26,30,27.92374437,7.079850922,coffee
111,29,31,26.05968403,6.136286518,coffee
119,30,28,26.35770906,6.505203696,coffee
116,40,33,24.91370487,7.042089492,coffee
95,37,35,27.31317116,6.348337519,coffee
86,40,33,26.1387869,7.432322234,coffee
117,37,32,23.1069385,6.787658922,coffee
105,18,35,23.52648086,6.743417121,coffee
109,23,25,25.11711046,7.00733163,coffee
80,18,31,24.02952505,7.303033217,coffee
101,31,26,26.70897548,6.861235184,coffee
103,33,33,26.71717393,7.131435858,coffee
93,26,27,24.59245684,7.288211994,coffee
104,35,28,27.51006055,6.983732393,coffee
116,36,25,27.57847581,6.172090205,coffee
107,38,29,26.65069302,6.35118177,coffee
101,33,33,26.97251562,6.908671379,coffee
107,31,31,23.17124551,6.766184468,coffee
99,16,30,23.52652084,6.392791654,coffee
103,40,30,27.30901814,6.348316257,coffee
118,31,34,27.54823036,6.123796057,coffee
106,21,35,25.627355,7.428523634,coffee
116,38,34,23.29250318,6.020947179,coffee
97,35,26,24.91461008,6.334610249,coffee
107,34,32,26.77463708,6.78006386,coffee
99,15,27,27.41711238,6.086922359,coffee
118,33,30,24.13179691,6.362607851,coffee
117,32,34,26.2724184,6.758792552,coffee
104,18,30,23.60301571,6.779832611,coffee
